Cust.ID,2008,2009 Q1,2009 Q2,2009 Q3,2009 Q4,# mailings,# phone,# email,AmCancer,RedCross,MS-Society,AmHeart,SaveChildren,WorldFood,Bloom/BW,BetterHome,Money,NY'er,FieldStream,PCWorld,RollingStone,Car,Vacation,Health/Fit
61,63,37,17,72,3,2,2,0,55,30,11,9,18,64,0,0,0,0,1,1,0,1,0,1
3,13,23,39,5,37,2,2,0,48,4,9,27,28,9,0,0,0,0,1,1,0,0,0,0
17,66,175,142,25,115,2,1,1,0,54,2,63,46,68,0,1,0,1,1,1,1,0,1,0
102,12,126,120,141,81,0,1,2,15,50,46,26,66,15,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,2,5,4,7,6,0,0,1,0,0,1,1,0,0,1,0,1
6,0,1,7,4,13,2,1,1,15,18,0,8,7,16,1,0,1,0,0,0,0,0,1,0
16,8,5,30,22,5,1,1,0,19,12,14,1,1,21,0,1,1,0,1,1,0,1,1,0
18,4,7,15,16,16,0,2,2,21,26,26,88,65,74,0,1,1,0,1,0,0,0,0,0
6,19,27,16,0,13,2,1,1,40,15,66,71,64,63,1,0,0,1,0,1,0,1,1,0
10,1,104,18,91,98,2,0,0,3,62,46,57,36,20,1,0,0,1,0,1,0,0,0,0
123,143,54,117,21,62,2,1,0,42,13,25,18,33,46,0,0,0,0,0,1,1,0,1,0
3,5,9,3,14,10,2,2,0,1,23,26,7,2,10,1,1,1,1,0,0,1,0,1,1
12,36,0,8,7,28,0,2,2,11,88,74,87,31,40,0,1,1,0,0,1,0,0,1,1
35,67,69,49,31,75,2,2,1,37,18,22,14,11,12,1,1,1,1,0,0,0,1,0,1
20,52,41,53,13,47,1,1,1,15,0,11,13,5,17,1,0,1,1,1,0,1,1,0,0
8,30,42,8,53,98,0,0,1,1,47,17,17,22,20,0,0,0,1,1,0,0,1,1,0
56,49,15,38,25,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,110,135,135,124,16,0,2,1,20,14,39,35,32,29,1,0,0,1,0,1,0,1,1,0
143,116,123,160,65,3,2,1,1,46,70,45,66,26,55,0,0,1,1,0,1,1,0,0,1
71,137,103,17,36,25,0,0,2,18,2,21,17,1,4,1,0,0,0,1,0,1,1,0,1
19,0,4,10,5,0,0,1,2,12,41,52,23,39,9,0,1,1,1,0,1,1,0,1,1
56,30,10,94,14,50,2,0,2,41,13,44,39,24,46,1,1,0,0,0,1,0,1,1,1
1,0,1,1,0,1,0,2,0,44,15,17,10,29,8,0,1,0,1,1,0,0,1,1,1
28,44,35,9,17,61,1,0,1,21,8,9,50,18,38,1,0,0,1,1,0,1,0,1,0
30,14,5,0,0,5,2,0,1,6,26,26,26,17,25,0,1,0,1,1,1,0,0,1,0
43,14,85,59,61,128,1,0,2,12,0,14,17,4,25,0,0,0,0,0,0,1,0,0,0
47,57,95,155,77,77,1,0,1,55,48,49,53,82,71,0,1,1,0,0,0,0,0,1,0
69,46,46,40,239,106,0,2,0,13,22,1,15,22,26,0,1,0,1,1,0,1,1,1,0
10,6,11,35,34,31,0,0,2,43,11,5,6,12,9,0,0,0,0,0,1,1,0,1,0
132,117,21,26,101,63,2,2,1,57,39,28,32,49,45,0,0,0,0,1,1,0,1,0,0
19,14,168,179,80,166,0,2,0,12,42,14,14,21,5,1,1,1,0,1,1,1,0,0,0
38,159,79,127,111,85,0,0,2,0,4,9,0,0,2,1,0,0,0,0,0,0,0,1,1
0,15,2,6,14,2,2,2,0,96,184,72,168,176,128,1,1,1,0,0,1,0,0,0,1
15,10,12,1,1,1,0,1,0,9,29,5,11,37,35,1,1,1,1,1,0,0,1,1,1
21,1,102,85,105,44,2,2,0,13,6,6,15,16,19,1,0,0,0,0,1,1,1,1,1
32,41,37,34,23,41,0,1,2,2,9,8,2,4,1,1,0,1,0,1,1,1,1,1,1
112,161,94,21,52,135,0,0,2,39,30,32,25,26,23,0,1,0,1,1,0,1,1,0,1
2,0,7,4,10,15,0,0,2,62,21,7,69,59,59,1,1,1,0,0,1,0,1,0,0
42,34,20,7,16,38,2,1,1,19,28,24,27,16,13,1,0,0,0,1,0,0,0,0,0
71,78,92,44,122,79,0,2,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1
5,7,36,6,53,51,1,1,0,9,10,11,4,7,13,1,0,0,1,1,1,1,0,1,0
56,13,26,0,49,75,0,1,2,15,0,5,8,11,9,0,0,0,1,0,1,1,0,0,1
40,48,16,1,59,29,1,2,0,1,2,2,0,2,1,0,1,0,0,1,1,0,1,1,0
148,103,153,97,78,161,1,2,1,36,4,50,36,32,28,1,0,0,1,1,0,0,0,1,1
29,41,50,25,25,68,1,0,0,16,53,31,41,28,80,0,1,0,0,0,0,0,1,1,1
8,38,14,23,52,43,0,0,0,50,71,29,30,55,58,0,0,0,1,0,1,1,1,1,1
15,32,30,30,35,16,0,2,0,40,29,36,25,42,31,0,0,1,0,0,0,0,1,1,1
32,45,44,24,49,53,1,2,2,160,90,70,180,20,150,1,1,1,0,1,1,0,1,0,1
15,107,119,40,0,39,1,1,1,75,89,42,94,27,8,1,0,1,0,1,0,1,1,0,1
0,2,2,0,3,5,1,1,0,32,8,19,2,1,37,0,0,0,0,0,0,0,0,0,1
15,11,0,23,5,17,1,0,2,14,7,17,38,13,1,0,1,0,1,0,0,0,1,1,0
55,0,1,15,26,17,2,2,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1
13,0,18,8,16,1,1,1,1,2,0,0,0,2,1,1,0,1,1,0,0,1,1,0,1
184,27,168,160,153,215,0,0,2,86,7,39,64,12,49,1,1,1,0,0,1,1,1,1,0
89,12,90,97,15,4,0,1,1,67,82,41,37,50,52,1,0,0,1,0,0,0,0,0,1
60,6,35,66,15,42,0,0,2,65,24,73,75,37,4,0,0,0,0,0,1,1,1,1,0
65,33,101,25,36,64,2,0,1,18,19,15,8,23,13,1,1,1,1,0,0,1,0,1,0
101,55,115,111,40,115,1,1,0,2,3,46,28,4,46,0,1,0,1,0,0,1,0,1,1
57,155,140,92,122,152,1,1,2,4,7,31,19,36,33,1,1,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,1,0,22,18,11,39,41,56,0,0,0,1,0,0,0,1,1,1
2,18,10,23,27,23,0,2,2,36,46,35,20,29,20,1,0,0,1,0,0,0,1,0,0
70,124,27,121,1,21,1,1,0,25,9,25,10,20,3,0,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,2,1,38,63,56,32,56,62,1,0,1,0,1,0,0,0,1,0
61,127,59,22,1,95,2,2,2,4,15,3,10,15,15,0,0,1,0,0,1,0,1,0,1
125,110,124,101,0,23,2,2,1,36,108,84,84,24,12,0,0,1,0,1,0,1,1,1,1
148,173,83,32,201,30,2,2,0,0,3,0,3,3,0,0,0,0,0,1,0,1,1,0,0
162,167,161,174,159,134,0,1,2,29,50,59,30,62,16,1,1,0,1,1,0,1,1,1,1
32,19,45,3,19,4,2,2,2,44,45,6,5,18,33,1,1,0,0,1,0,1,0,1,0
77,67,23,31,32,81,0,1,0,36,62,31,18,56,60,1,0,0,1,0,1,0,0,1,1
47,14,13,89,74,76,2,2,1,14,4,6,9,15,3,0,0,0,0,1,0,1,1,1,1
39,68,129,164,165,167,1,0,0,16,8,45,52,20,10,0,1,1,1,0,1,0,0,1,1
105,24,142,114,43,238,2,0,0,12,6,14,20,3,17,1,1,1,0,1,1,1,0,1,0
30,35,72,47,34,66,2,0,2,6,45,39,6,6,42,1,1,1,0,1,1,0,0,1,1
35,126,116,0,75,27,2,0,1,29,3,25,21,1,15,1,1,0,0,1,0,1,1,1,1
9,29,96,60,154,172,2,1,1,63,45,35,50,26,61,1,0,0,0,1,1,0,1,1,1
9,20,5,4,12,1,1,2,2,2,2,0,2,2,1,1,1,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,54,48,42,11,4,76,1,0,0,0,1,0,0,1,0,1
154,151,193,167,208,12,2,1,2,13,8,20,2,21,7,0,1,0,1,1,1,0,1,0,0
11,29,14,30,34,22,1,1,1,2,4,7,9,10,21,1,1,1,0,1,0,0,1,0,1
102,2,64,108,16,77,1,2,0,84,57,57,68,35,46,1,0,1,1,1,0,1,0,1,0
7,12,6,8,2,14,0,1,1,7,17,19,8,7,33,1,1,1,0,0,0,0,0,0,1
25,17,18,24,29,20,1,1,1,7,12,35,3,7,36,1,1,0,0,0,1,1,1,0,1
9,35,43,59,50,102,1,1,0,12,25,4,74,31,70,0,0,1,1,0,0,0,0,0,0
9,2,1,4,4,12,2,0,2,11,11,0,22,0,0,1,1,1,1,0,1,1,1,0,0
176,226,158,69,191,170,1,1,1,84,51,53,62,24,76,0,1,1,0,1,0,0,0,1,1
47,1,82,17,56,50,2,0,2,1,2,14,7,2,3,1,0,1,0,0,0,1,1,0,0
10,79,108,86,108,81,2,2,2,3,3,2,1,0,2,0,0,1,0,1,1,0,1,1,1
0,219,102,63,108,44,2,2,1,12,26,17,19,15,18,1,0,1,1,0,0,1,1,0,0
117,114,114,91,47,97,0,1,0,0,37,3,41,59,61,1,0,0,0,0,0,0,0,1,0
112,125,22,32,125,106,1,2,2,57,59,30,45,69,75,0,0,0,0,1,0,1,0,0,0
166,129,41,160,49,174,1,2,1,29,3,46,43,69,29,0,1,1,0,0,1,1,1,1,0
0,24,21,12,125,49,2,1,0,2,0,2,2,3,2,0,0,0,1,1,0,0,1,0,1
57,54,21,47,43,50,0,2,1,10,10,10,10,0,0,0,0,0,0,1,0,1,0,1,1
125,2,115,142,75,15,2,0,2,23,0,16,23,25,15,1,0,0,1,0,0,1,0,1,0
26,17,26,83,51,93,1,1,1,11,55,42,18,26,25,1,0,1,1,0,1,1,1,0,1
15,80,126,125,14,11,0,0,1,10,3,0,12,7,11,0,1,0,1,1,1,0,1,1,0
1,0,3,6,3,1,0,1,1,15,66,24,53,22,9,0,0,1,0,0,1,0,0,1,0
35,34,11,25,53,84,1,2,2,10,14,13,25,23,17,0,1,1,0,1,1,1,1,0,0
30,11,50,13,61,0,1,1,1,0,0,17,0,3,20,1,1,0,1,0,0,0,1,1,0
140,140,101,98,42,144,1,1,0,5,61,1,55,40,35,0,0,0,1,1,0,1,0,0,1
117,74,53,99,48,1,1,1,0,2,3,5,1,0,0,1,1,0,0,1,0,0,0,1,0
178,111,15,126,15,112,1,0,2,9,3,19,5,1,0,1,0,0,0,1,1,0,1,0,1
118,35,24,80,105,61,0,2,1,41,57,40,63,27,41,0,0,0,0,0,0,1,1,0,0
78,1,1,87,26,34,2,0,1,29,22,25,14,22,6,0,0,0,0,0,0,1,0,1,0
70,63,35,222,97,138,1,1,0,83,4,28,22,34,13,1,0,1,0,1,1,1,1,0,1
44,63,24,4,54,5,2,0,1,56,31,87,46,13,81,1,1,0,1,1,1,0,1,1,0
2,169,74,44,84,64,1,2,2,8,26,22,47,50,41,1,0,1,1,1,0,1,0,0,0
47,161,65,169,95,85,1,2,1,24,24,44,67,62,28,1,1,0,1,1,0,0,1,1,0
34,27,54,42,76,12,0,1,0,31,41,19,9,33,2,1,0,0,1,1,1,1,1,1,0
65,3,231,24,157,88,2,1,2,6,23,48,7,27,74,0,0,0,1,0,0,0,1,1,0
69,87,0,50,194,129,2,1,1,36,14,42,21,69,14,0,0,1,0,0,1,1,0,1,1
105,29,77,102,107,5,2,2,1,47,11,61,3,56,57,0,0,0,0,0,1,0,0,0,1
172,203,43,206,74,227,2,0,1,19,81,45,61,1,73,1,1,0,1,1,1,0,0,0,1
28,121,9,103,72,80,2,0,0,3,5,5,1,3,7,0,1,0,0,0,0,1,0,1,1
4,37,17,18,23,21,1,2,2,0,1,3,3,1,3,1,1,0,0,1,0,0,0,1,1
187,157,16,156,39,54,0,2,0,15,44,17,50,51,50,1,0,1,0,0,0,0,1,0,1
37,20,51,43,18,62,0,2,0,54,0,4,46,26,22,1,0,0,0,1,1,1,1,1,1
22,69,110,84,74,28,0,0,2,56,28,53,20,68,54,1,1,1,1,1,1,0,0,0,1
2,55,71,13,39,58,2,2,1,52,13,40,49,46,7,1,0,1,1,1,1,1,0,0,1
8,1,9,52,12,50,1,1,1,7,0,9,19,39,7,1,1,0,1,0,0,0,1,1,0
37,85,9,62,38,14,0,0,0,7,52,22,18,53,63,1,0,1,0,1,0,1,0,1,0
33,60,85,26,97,80,2,0,2,20,17,61,55,35,33,1,0,0,1,1,1,1,1,1,1
7,23,16,21,8,17,1,0,1,42,48,15,21,10,5,0,0,0,1,1,0,1,1,1,1
95,26,131,23,71,91,2,2,2,21,88,85,95,31,75,0,1,1,0,0,0,1,1,0,0
11,69,10,94,26,35,0,2,1,41,9,57,37,50,34,1,1,0,1,1,0,1,0,0,1
133,24,140,35,9,56,2,2,2,42,25,7,5,20,15,0,1,0,0,1,1,1,1,0,0
75,1,56,47,100,26,0,1,1,41,21,24,22,79,40,0,1,0,1,0,0,1,0,1,1
8,25,3,10,38,2,2,2,2,29,52,2,12,7,50,0,0,0,0,1,0,1,0,1,1
18,5,38,64,72,93,2,0,1,60,62,0,35,14,26,0,0,1,0,1,0,0,1,1,0
9,3,4,1,9,3,2,0,2,26,0,7,7,4,18,1,1,1,1,1,0,0,1,1,0
9,6,28,26,9,0,2,2,2,20,9,0,10,20,6,0,0,1,0,0,0,0,1,0,1
77,9,74,3,43,77,1,0,0,14,25,2,9,6,23,1,1,1,1,1,0,1,0,0,1
89,36,46,18,49,141,2,0,1,63,93,1,51,30,39,1,1,0,0,0,0,0,0,0,1
6,119,141,153,125,168,0,1,1,28,52,63,70,12,48,0,1,0,1,1,1,0,1,0,0
53,59,28,73,39,28,0,1,2,31,57,4,46,64,51,1,1,1,0,1,1,0,0,0,1
133,22,55,3,37,12,0,0,1,30,27,4,3,7,52,1,1,1,0,1,0,0,1,1,0
32,0,49,63,9,53,2,0,1,12,22,23,14,24,5,0,1,0,1,1,1,0,0,1,1
49,82,63,153,48,115,2,1,1,8,9,69,53,6,71,0,0,0,0,0,1,1,1,1,1
5,25,28,14,2,23,2,0,0,46,40,2,1,19,57,0,0,0,1,0,1,0,1,0,1
124,158,155,165,9,136,1,2,0,48,60,76,61,64,50,0,0,0,0,0,1,0,0,0,1
43,41,21,4,22,18,0,0,1,7,4,6,6,2,0,0,0,1,1,1,1,0,0,0,1
40,0,33,31,47,3,1,2,2,8,8,24,9,25,5,0,0,1,1,0,1,0,0,1,1
11,8,13,20,7,10,0,1,0,50,14,7,45,22,41,1,1,0,1,1,0,0,1,1,1
14,2,48,20,62,40,1,2,1,54,34,29,26,2,11,0,0,0,0,0,1,1,1,1,1
21,17,45,2,79,30,2,1,0,47,24,9,18,11,47,1,1,1,1,1,0,0,1,1,0
121,29,57,114,24,11,1,1,1,26,5,13,17,25,32,1,1,1,0,0,0,1,1,1,0
2,22,22,30,5,29,0,0,2,53,59,71,39,69,63,1,0,0,1,0,0,0,1,1,1
4,0,3,4,4,3,0,0,0,3,0,3,0,1,1,1,1,1,1,1,0,0,1,0,1
2,36,55,6,4,40,2,2,2,19,23,13,29,3,33,0,0,1,1,0,1,1,1,0,0
78,109,60,47,3,49,1,2,2,32,26,29,18,26,5,1,1,0,0,1,0,0,1,1,1
16,36,15,20,43,36,1,1,1,33,31,7,21,17,4,0,0,0,1,1,0,0,0,0,0
7,7,39,33,33,21,0,2,1,54,5,13,40,59,56,0,0,0,0,1,1,0,0,0,1
92,81,39,44,76,22,0,2,0,6,59,29,10,29,70,1,1,1,1,1,0,0,0,0,0
100,108,137,14,115,82,0,2,2,13,9,16,6,2,16,1,1,0,0,0,0,1,1,0,0
3,98,150,159,68,37,2,1,1,4,6,6,17,17,13,1,1,1,0,0,0,1,0,1,1
42,33,30,20,42,28,0,0,1,10,10,10,5,10,10,0,0,1,0,1,1,0,1,0,1
108,129,143,96,110,11,1,0,0,20,30,6,10,23,40,0,1,1,1,1,1,1,1,0,1
0,35,51,42,41,80,0,1,0,13,8,10,11,0,12,1,0,1,1,1,1,1,0,0,1
98,78,90,76,106,10,1,2,2,54,78,6,23,42,14,0,0,1,0,0,0,1,1,1,1
34,46,69,71,45,55,0,2,0,17,19,23,0,22,10,0,1,1,0,0,0,0,0,1,0
94,15,129,0,1,44,0,2,2,44,7,38,67,11,23,1,1,0,1,1,0,1,1,0,0
14,45,7,16,50,35,1,0,2,4,21,9,7,17,12,1,1,0,1,1,1,1,0,0,1
52,75,26,29,57,1,1,0,0,56,67,0,9,45,5,0,0,0,1,1,0,0,1,0,0
16,49,41,124,23,164,0,0,0,1,76,59,81,37,32,1,1,0,0,1,0,0,0,1,1
154,81,111,36,12,87,0,1,1,12,31,24,20,31,35,0,1,0,0,1,0,0,0,0,0
96,113,133,191,89,133,0,0,0,5,0,3,4,2,4,0,1,1,0,1,0,0,0,1,0
32,19,29,68,34,32,2,0,1,1,3,1,1,3,0,1,1,1,1,1,1,1,1,0,1
12,20,6,11,4,6,1,0,1,19,42,41,40,73,1,1,1,0,1,0,0,6,0,0,1
11,22,2,18,3,18,1,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1
75,4,147,122,118,11,0,0,0,37,33,69,56,52,31,1,1,0,0,0,1,1,1,0,0
82,30,90,68,47,35,0,0,1,4,27,41,23,29,4,0,1,1,1,0,1,0,1,0,0
5,54,59,15,68,77,2,0,2,41,21,33,47,0,25,0,1,0,0,1,1,0,1,0,1
28,48,82,28,162,143,0,0,0,51,70,39,19,47,79,1,1,0,1,0,1,0,1,0,1
67,49,112,157,127,0,2,2,0,12,10,22,28,22,34,1,0,0,0,1,0,0,1,1,1
45,23,170,135,85,19,2,1,1,42,0,25,39,34,9,1,0,1,1,1,1,0,1,1,1
41,16,127,149,0,28,2,2,2,4,2,2,3,4,2,0,0,1,0,1,1,0,1,0,1
78,152,129,14,76,185,2,0,2,3,6,6,8,0,8,0,1,0,1,1,1,0,0,0,0
156,10,174,131,123,153,1,0,1,47,9,68,7,34,31,0,1,0,0,1,1,1,1,0,0
1,0,0,1,1,0,2,0,2,32,12,30,12,52,24,1,1,0,0,0,0,0,1,0,0
11,8,11,5,3,5,2,0,2,0,20,10,0,10,20,1,0,0,0,1,1,0,0,0,1
26,44,37,16,31,52,1,0,1,384,368,272,656,992,1136,1,1,0,0,0,0,0,1,0,0
48,139,217,88,178,187,2,0,1,14,14,41,53,34,43,1,1,0,0,0,1,1,0,0,0
36,2,87,92,113,114,1,1,1,7,0,9,6,34,3,0,0,0,1,1,0,0,0,0,1
34,36,64,18,9,64,1,2,2,44,69,79,3,24,34,1,1,0,0,1,1,0,0,1,0
101,88,75,22,60,33,0,0,1,33,14,17,38,10,15,0,0,1,1,0,0,0,0,1,0
8,1,7,7,28,1,1,1,2,65,31,25,33,61,68,1,1,0,0,0,1,1,0,1,1
73,85,174,193,92,68,0,1,2,2,5,5,2,8,10,0,1,0,1,1,0,1,1,1,1
60,71,32,73,95,106,1,0,2,13,17,4,37,1,30,0,1,1,0,1,1,1,0,1,0
15,33,15,23,0,26,1,1,1,24,5,13,28,16,13,1,0,1,0,0,0,1,0,0,0
27,29,13,14,20,25,1,0,0,4,0,5,1,0,5,1,1,1,1,0,1,1,1,0,1
106,29,52,56,36,84,2,2,1,62,4,57,19,35,51,0,1,1,0,0,1,0,1,1,1
86,50,76,104,55,59,2,2,1,10,3,14,9,11,4,1,0,0,1,0,0,0,1,1,0
98,1,49,19,59,77,0,2,2,24,17,37,36,3,31,0,0,1,1,0,0,1,1,1,0
16,2,22,13,64,46,0,0,1,56,71,61,9,50,70,0,0,1,0,1,1,1,0,0,0
39,19,23,55,23,41,0,2,0,4,5,5,13,11,30,0,0,1,1,0,1,1,0,1,0
20,27,0,54,25,47,2,1,0,19,17,10,50,22,31,0,0,1,1,1,0,1,1,0,1
19,13,39,54,20,56,2,2,0,17,16,14,15,8,6,0,0,0,1,0,0,0,1,1,1
102,146,125,81,97,157,1,2,2,12,52,91,25,73,35,1,0,1,1,0,1,0,0,1,1
96,150,68,3,31,93,0,1,0,15,17,22,31,29,17,0,1,1,0,0,1,1,0,0,0
109,33,50,94,74,150,0,1,2,35,41,26,24,19,6,1,0,1,1,1,0,0,0,0,1
90,205,148,122,16,26,1,2,1,13,7,1,3,0,17,0,0,0,1,1,1,0,1,1,0
7,61,39,70,65,16,2,2,1,51,7,46,28,12,9,0,0,0,1,1,0,1,1,1,0
80,27,158,183,214,92,0,0,2,45,36,14,68,52,45,1,0,1,0,1,1,0,1,0,1
4,23,29,41,56,42,0,2,2,88,6,66,42,26,52,0,1,1,0,1,0,1,1,0,0
0,28,19,32,7,14,0,2,0,47,0,41,9,31,68,1,1,1,0,1,1,0,1,1,1
10,89,1,100,101,81,1,2,2,37,11,70,5,78,36,1,1,1,1,1,0,1,1,1,1
31,90,147,19,74,127,2,1,0,55,10,78,50,84,7,1,1,0,0,1,0,1,0,1,0
20,60,89,127,126,58,2,1,0,7,85,87,22,17,17,1,0,0,0,1,0,0,0,1,0
4,49,40,55,60,11,2,2,1,11,11,16,22,19,23,0,1,1,1,1,1,0,0,1,0
219,23,27,41,18,206,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1
202,190,57,198,109,132,1,1,2,8,40,15,53,41,0,0,0,0,1,1,1,1,1,0,0
159,155,131,192,217,122,0,2,0,26,81,71,49,30,50,1,0,0,1,0,0,0,0,0,1
0,210,88,155,28,98,2,1,2,43,13,55,12,5,66,0,0,0,1,0,1,0,1,0,0
1,37,131,32,100,53,2,0,0,4,18,13,8,13,3,1,0,1,0,0,0,1,1,1,1
84,153,189,53,136,167,2,1,1,37,60,27,35,21,55,1,0,0,1,0,0,0,1,0,1
12,59,120,95,13,88,2,1,0,2,1,5,5,3,4,1,0,0,1,0,1,1,1,1,0
6,5,8,85,7,99,1,1,0,19,25,17,1,7,35,0,1,1,1,1,0,0,0,0,0
14,21,9,8,8,6,1,2,0,15,12,4,8,21,21,1,0,1,0,1,1,0,1,0,1
224,36,88,150,234,58,1,1,0,40,30,29,24,36,5,0,0,0,1,1,0,0,0,0,0
109,119,27,147,172,32,0,0,1,16,16,0,32,79,9,0,0,1,1,0,0,1,0,0,0
182,77,11,121,197,132,0,2,0,2,5,14,24,12,1,0,0,0,0,1,0,1,1,1,0
24,63,51,46,47,50,1,1,1,22,54,11,1,0,52,1,0,0,0,0,1,1,0,0,1
35,87,177,202,104,176,1,1,0,0,1,7,4,5,0,0,0,1,0,0,0,1,1,1,1
166,115,20,43,124,131,1,2,0,5,1,2,7,0,5,0,0,1,1,0,1,1,1,0,1
18,7,0,41,4,34,2,1,0,50,27,67,13,39,37,0,1,0,0,1,1,0,0,0,1
73,17,19,44,83,7,0,1,1,6,1,1,7,7,6,1,0,1,1,1,0,1,0,0,1
28,102,137,151,83,11,2,1,0,15,23,49,90,93,85,0,0,0,0,0,0,0,0,1,0
106,21,77,116,51,206,1,0,0,35,7,61,92,17,6,1,0,1,0,1,1,0,1,0,1
26,85,139,46,137,66,0,1,1,24,13,18,5,20,18,1,1,1,0,0,0,1,1,0,0
136,76,131,158,183,72,1,0,2,32,53,41,43,4,43,0,0,1,0,1,1,0,0,1,1
31,115,59,15,64,113,0,2,2,38,21,4,20,31,26,0,1,0,0,0,1,0,1,0,1
33,155,147,191,80,7,0,1,0,41,39,61,58,20,14,0,0,1,0,1,0,0,0,0,0
90,154,160,170,118,180,1,2,2,66,31,40,4,4,44,1,1,1,1,1,1,1,1,1,0
83,158,54,78,0,87,1,0,1,31,8,19,2,11,47,1,1,0,1,1,1,1,1,1,1
1,2,20,7,17,15,0,2,1,54,44,6,65,29,11,1,0,0,1,1,1,1,1,1,0
5,15,10,10,1,11,2,2,0,12,59,26,29,4,61,0,1,1,1,0,1,1,1,1,0
99,17,70,53,102,34,0,0,0,7,49,72,72,38,51,0,0,1,1,1,1,1,0,0,1
43,36,30,19,6,24,2,1,0,35,36,8,28,22,50,1,1,1,0,1,1,1,0,1,0
19,109,72,26,133,105,0,0,1,10,7,29,1,50,32,1,1,1,1,0,0,0,1,0,0
5,31,8,37,58,20,1,1,1,30,23,46,61,1,47,0,1,0,0,0,1,0,1,0,0
62,177,174,64,93,104,1,2,2,1,15,19,7,23,15,1,0,1,1,0,1,1,1,1,0
7,6,5,0,6,0,0,2,0,0,0,1,2,2,1,1,0,0,1,1,1,0,1,0,1
93,77,101,49,64,10,0,2,1,0,1,3,2,2,2,0,1,1,0,1,0,0,1,0,1
24,37,22,27,22,38,1,2,2,2,0,3,3,9,9,1,1,0,1,0,0,1,0,1,0
39,68,96,18,36,5,1,2,2,60,78,65,49,91,88,0,0,0,0,0,1,1,0,1,0
22,73,101,28,56,74,0,1,1,15,18,12,5,2,14,0,0,1,1,0,0,0,1,0,0
4,12,0,85,81,56,1,2,0,22,33,21,25,30,30,0,0,0,1,1,0,0,1,1,1
29,27,2,12,3,38,2,1,0,23,17,17,20,2,6,0,0,0,1,0,1,0,1,1,1
42,79,40,55,61,0,1,1,2,65,27,44,67,6,35,1,0,1,0,0,1,1,0,0,1
15,28,51,34,17,25,0,0,0,3,3,3,2,6,3,0,0,1,1,1,1,1,1,0,1
71,24,41,25,71,53,0,1,1,0,0,4,7,4,7,0,1,1,0,1,1,1,0,0,1
21,85,98,14,118,7,2,1,2,28,84,52,69,11,13,0,0,1,1,0,0,0,1,1,1
2,17,25,38,41,16,2,2,1,2,10,22,22,17,50,1,1,1,1,1,0,1,0,1,0
10,168,93,178,116,104,0,2,2,42,2,56,14,16,41,0,0,1,1,1,1,0,0,0,0
5,31,5,27,24,42,2,0,1,26,19,9,30,23,15,1,0,1,1,1,0,1,0,0,1
42,85,61,59,55,117,1,2,0,79,53,78,81,78,44,0,0,1,0,0,0,1,1,0,0
198,68,151,102,66,90,1,1,2,7,0,10,3,1,5,0,1,0,0,1,0,1,0,0,0
74,32,40,42,5,53,1,1,1,44,44,10,58,56,49,0,1,1,0,0,0,0,0,0,1
151,171,98,101,165,124,2,0,1,4,0,15,23,5,1,0,0,1,0,0,1,0,0,0,0
188,40,106,48,49,124,0,1,1,10,4,30,18,1,22,0,1,0,0,1,0,0,1,0,1
95,67,56,70,175,164,1,0,2,29,36,24,32,23,24,1,0,1,1,0,1,0,0,1,1
1,0,0,2,0,0,1,1,2,19,26,11,25,26,8,0,0,0,1,1,1,0,1,0,1
24,128,16,48,82,51,2,0,2,5,1,4,0,1,2,0,1,0,1,0,1,1,1,1,0
120,125,53,44,148,109,0,0,0,9,36,22,6,31,28,1,0,1,0,1,0,0,0,1,0
150,19,59,75,110,80,2,0,1,45,165,120,150,225,75,0,1,0,0,1,1,0,0,1,0
9,14,28,5,21,15,0,0,1,0,21,55,76,84,12,0,1,0,1,0,0,1,1,0,0
17,35,5,25,22,18,2,2,1,72,24,34,8,56,43,1,0,0,1,0,1,0,0,1,1
71,2,125,73,133,10,0,2,0,43,48,4,49,24,50,0,0,0,0,1,0,1,0,0,1
1,11,16,9,10,20,0,0,2,28,21,26,0,8,16,0,0,0,1,1,0,1,0,1,0
25,73,21,48,63,50,2,1,0,30,31,20,27,9,11,1,0,0,0,0,0,0,1,0,0
99,1,87,118,107,38,2,1,0,4,8,8,2,8,3,1,1,1,0,0,1,1,1,0,1
40,106,47,24,75,9,2,1,1,82,65,47,47,59,79,0,0,0,0,1,1,1,0,1,1
7,36,41,29,12,10,2,0,0,7,0,0,0,7,7,0,0,1,1,1,0,0,0,1,1
167,74,161,182,18,77,0,0,0,35,13,20,4,3,8,1,0,0,1,0,0,1,1,1,0
67,25,109,68,131,1,2,0,2,2,50,0,28,16,12,1,1,1,1,0,1,1,0,0,0
66,33,96,13,56,65,2,2,1,10,13,2,11,17,8,0,0,1,1,0,1,0,1,0,1
60,44,55,5,61,47,2,1,0,39,50,31,35,33,44,0,0,0,1,1,1,1,0,0,0
